"Date","White Ball 1","White Ball 2","White Ball 3","White Ball 4","White Ball 5","Powerball","White Ball Sum","White Ball Mean","Jackpot (Annuity)","Day Of Week","Ascendant Sign","Ascendant Deg","Moon Illum %","Moon Phase","Moon Nakshatra","Moon Nakshatra (ML)","Nakshatra No","Pada","Sun Sign","Sun Deg","Sun House","Sun Dignity","Moon Sign","Moon Deg","Moon House","Moon Dignity","Mercury Sign","Mercury Deg","Mercury House","Mercury Dignity","Venus Sign","Venus Deg","Venus House","Venus Dignity","Mars Sign","Mars Deg","Mars House","Mars Dignity","Jupiter Sign","Jupiter Deg","Jupiter House","Jupiter Dignity","Saturn Sign","Saturn Deg","Saturn House","Saturn Dignity","Rahu Sign","Rahu Deg","Rahu House","Rahu Dignity"
"2024-02-07","12","21","62","67","69","17","231","46.2","","Wednesday","Virgo","26","5","Waning","Uttara Ashadha","ഉത്രാടം","21","1","Capricorn","25","5","","Capricorn","0","4","","Capricorn","10","5","","Sagittarius","25","4","","Capricorn","2","5","EXALTED","Aries","14","8","","Aquarius","13","6","","Pisces","23","7",""
"2024-02-05","1","2","27","30","67","9","127","25.4","","Monday","Virgo","24","19","Waning","Mula","മൂലം","19","1","Capricorn","23","5","","Sagittarius","1","4","","Capricorn","7","5","","Sagittarius","23","4","","Capricorn","0","5","EXALTED","Aries","14","8","","Aquarius","13","6","","Pisces","24","7",""
"2024-02-03","9","11","27","59","66","19","172","34.4","","Saturday","Virgo","23","38","Waning","Anuradha","അനിഴം","17","1","Capricorn","21","5","","Scorpio","4","3","DEBILITATED","Capricorn","4","5","","Sagittarius","20","4","","Sagittarius","29","4","","Aries","13","8","","Aquarius","13","6","","Pisces","24","7",""
"2024-01-31","15","18","19","41","43","14","136","27.2","","Wednesday","Virgo","20","67","Waning","Chitra","ചിത്തിര","14","2","Capricorn","18","5","","Virgo","27","1","","Capricorn","0","4","","Sagittarius","17","4","","Sagittarius","27","4","","Aries","13","8","","Aquarius","12","6","","Pisces","24","7",""
"2024-01-29","39","41","43","49","64","4","236","47.2","","Monday","Virgo","18","83","Waning","Uttara Phalguni","ഉത്രം","12","3","Capricorn","16","5","","Virgo","4","1","","Sagittarius","27","4","","Sagittarius","14","4","","Sagittarius","25","4","","Aries","13","8","","Aquarius","12","6","","Pisces","24","7",""
"2024-01-27","7","38","65","66","68","21","244","48.8","","Saturday","Virgo","17","95","Waning","Magha","മകം","10","4","Capricorn","14","5","","Leo","10","12","","Sagittarius","24","4","","Sagittarius","12","4","","Sagittarius","24","4","","Aries","13","8","","Aquarius","12","6","","Pisces","24","7",""
"2024-01-24","1","5","32","50","64","8","152","30.4","","Wednesday","Virgo","14","99","Waxing","Pushya","പൂയ്യം","8","1","Capricorn","10","5","","Cancer","4","11","","Sagittarius","20","4","","Sagittarius","8","4","","Sagittarius","21","4","","Aries","12","8","","Aquarius","11","6","","Pisces","25","7",""
"2024-01-22","24","25","43","52","63","21","207","41.4","","Monday","Virgo","13","93","Waxing","Ardra","തിരുവാതിര","6","1","Capricorn","8","5","","Gemini","9","10","","Sagittarius","17","4","","Sagittarius","6","4","","Sagittarius","20","4","","Aries","12","8","","Aquarius","11","6","","Pisces","25","7",""
"2024-01-20","16","31","34","47","65","10","193","38.6","","Saturday","Virgo","11","80","Waxing","Rohini","രോഹിണി","4","2","Capricorn","6","5","","Taurus","13","9","EXALTED","Sagittarius","14","4","","Sagittarius","3","4","","Sagittarius","18","4","","Aries","12","8","","Aquarius","11","6","","Pisces","25","7",""
"2024-01-17","18","22","43","61","65","2","209","41.8","","Wednesday","Virgo","8","50","Waxing","Ashwini","അശ്വതി","1","2","Capricorn","3","5","","Aries","3","8","","Sagittarius","10","4","","Scorpio","29","3","","Sagittarius","16","4","","Aries","12","8","","Aquarius","11","6","","Pisces","25","7",""
"2024-01-15","13","30","35","49","59","4","186","37.2","","Monday","Virgo","7","28","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","1","Capricorn","1","5","","Pisces","5","7","","Sagittarius","8","4","","Scorpio","27","3","","Sagittarius","14","4","","Aries","12","8","","Aquarius","11","6","","Pisces","25","7",""
"2024-01-13","13","31","33","51","58","15","186","37.2","","Saturday","Virgo","5","10","Waxing","Dhanishta","അവിട്ടം","23","4","Sagittarius","29","4","","Aquarius","6","6","","Sagittarius","6","4","","Scorpio","25","3","","Sagittarius","13","4","","Aries","12","8","","Aquarius","10","6","","Pisces","26","7",""
"2024-01-10","25","40","43","48","50","11","206","41.2","","Wednesday","Virgo","2","0","Waning","Purva Ashadha","പൂരാടം","20","3","Sagittarius","26","4","","Sagittarius","22","4","","Sagittarius","3","4","","Scorpio","21","3","","Sagittarius","11","4","","Aries","12","8","","Aquarius","10","6","","Pisces","26","7",""
"2024-01-08","7","17","28","40","45","2","137","27.4","","Monday","Virgo","1","7","Waning","Jyeshtha","തൃക്കേട്ട","18","2","Sagittarius","24","4","","Scorpio","23","3","DEBILITATED","Sagittarius","1","4","","Scorpio","18","3","","Sagittarius","9","4","","Aries","12","8","","Aquarius","10","6","","Pisces","26","7",""
"2024-01-06","4","31","34","38","61","13","168","33.6","","Saturday","Leo","29","22","Waning","Vishakha","വിശാഖം","16","2","Sagittarius","22","5","","Libra","26","3","","Sagittarius","0","4","","Scorpio","16","4","","Sagittarius","8","5","","Aries","11","9","","Aquarius","10","7","","Pisces","27","8",""
"2024-01-03","30","31","38","48","68","8","215","43.0","","Wednesday","Leo","26","50","Waning","Hasta","അത്തം","13","3","Sagittarius","19","5","","Virgo","19","2","","Scorpio","28","4","","Scorpio","12","4","","Sagittarius","5","5","","Aries","11","9","","Aquarius","9","7","","Pisces","27","8",""
"2024-01-01","12","21","42","44","49","1","168","33.6","$842,400,000","Monday","Leo","25","68","Waning","Purva Phalguni","പൂരം","11","4","Sagittarius","17","5","","Leo","26","1","","Scorpio","28","4","","Scorpio","10","4","","Sagittarius","4","5","","Aries","11","9","","Aquarius","9","7","","Pisces","27","8",""
"2023-12-30","10","11","26","27","34","7","108","21.6","","Saturday","Leo","23","84","Waning","Magha","മകം","10","1","Sagittarius","15","5","","Leo","2","1","","Scorpio","28","4","","Scorpio","7","4","","Sagittarius","2","5","","Aries","11","9","","Aquarius","9","7","","Pisces","27","8",""
"2023-12-27","4","11","38","51","68","5","172","34.4","","Wednesday","Leo","20","98","Waning","Punarvasu","പുണർതം","7","2","Sagittarius","12","5","","Gemini","25","11","","Sagittarius","0","5","","Scorpio","4","4","","Sagittarius","0","5","","Aries","11","9","","Aquarius","9","7","","Pisces","28","8",""
"2023-12-25","5","12","20","24","29","4","90","18.0","","Monday","Leo","19","99","Waxing","Mrigashira","മകയിരം","5","2","Sagittarius","10","5","","Gemini","0","10","","Sagittarius","2","5","","Scorpio","1","4","","Scorpio","29","4","","Aries","11","9","","Aquarius","9","7","","Pisces","28","8",""
"2023-12-23","9","14","17","18","53","6","111","22.2","","Saturday","Leo","17","91","Waxing","Krittika","കാർത്തിക","3","3","Sagittarius","8","5","","Taurus","3","10","EXALTED","Sagittarius","5","5","","Libra","29","3","","Scorpio","27","4","","Aries","11","9","","Aquarius","8","7","","Pisces","28","8",""
"2023-12-20","27","35","41","56","60","16","219","43.8","","Wednesday","Leo","14","66","Waxing","Revati","രേവതി","27","2","Sagittarius","5","5","","Pisces","23","8","","Sagittarius","9","5","","Libra","25","3","","Scorpio","25","4","","Aries","12","9","","Aquarius","8","7","","Pisces","28","8",""
"2023-12-18","5","8","19","34","39","26","105","21.0","","Monday","Leo","13","43","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","2","Sagittarius","3","5","","Aquarius","25","7","","Sagittarius","11","5","","Libra","23","3","","Scorpio","24","4","","Aries","12","9","","Aquarius","8","7","","Pisces","28","8",""
"2023-12-16","3","9","10","20","62","","104","20.8","","Saturday","Leo","11","22","Waxing","Dhanishta","അവിട്ടം","23","1","Sagittarius","1","5","","Capricorn","26","6","","Sagittarius","13","5","","Libra","21","3","","Scorpio","22","4","","Aries","12","9","","Aquarius","8","7","","Pisces","29","8",""
"2023-12-13","3","8","41","56","64","","172","34.4","","Wednesday","Leo","8","2","Waxing","Mula","മൂലം","19","4","Scorpio","28","4","","Sagittarius","13","5","","Sagittarius","14","5","","Libra","17","3","","Scorpio","20","4","","Aries","12","9","","Aquarius","8","7","","Pisces","29","8",""
"2023-12-11","1","24","27","31","62","","145","29.0","","Monday","Leo","7","1","Waning","Anuradha","അനിഴം","17","4","Scorpio","26","4","","Scorpio","15","4","DEBILITATED","Sagittarius","14","5","","Libra","15","3","","Scorpio","19","4","","Aries","12","9","","Aquarius","8","7","","Pisces","29","8",""
"2023-12-09","5","25","26","40","60","","156","31.2","","Saturday","Leo","5","9","Waning","Swati","ചോതി","15","4","Scorpio","24","4","","Libra","19","3","","Sagittarius","14","5","","Libra","12","3","","Scorpio","17","4","","Aries","12","9","","Aquarius","7","7","","Pisces","29","8",""
"2023-12-06","2","12","37","56","65","","172","34.4","","Wednesday","Leo","3","32","Waning","Hasta","അത്തം","13","1","Scorpio","21","4","","Virgo","12","2","","Sagittarius","12","5","","Libra","9","3","","Scorpio","15","4","","Aries","12","9","","Aquarius","7","7","","Pisces","29","8",""
"2023-12-04","18","19","27","28","45","","137","27.4","","Monday","Leo","1","51","Waning","Purva Phalguni","പൂരം","11","2","Scorpio","19","4","","Leo","18","1","","Sagittarius","10","5","","Libra","6","3","","Scorpio","13","4","","Aries","13","9","","Aquarius","7","7","","Pisces","29","8",""
"2023-12-02","28","35","41","47","60","","211","42.2","","Saturday","Cancer","29","69","Waning","Ashlesha","ആയില്യം","9","3","Scorpio","17","5","","Cancer","24","1","","Sagittarius","8","6","","Libra","4","4","","Scorpio","12","5","","Aries","13","10","","Aquarius","7","8","","Aries","0","9",""
"2023-11-29","6","47","50","61","68","","232","46.4","","Wednesday","Cancer","27","92","Waning","Ardra","തിരുവാതിര","6","4","Scorpio","13","5","","Gemini","17","12","","Sagittarius","4","6","","Libra","0","4","","Scorpio","10","5","","Aries","13","10","","Aquarius","7","8","","Aries","0","9",""
"2023-11-27","2","21","38","61","66","","188","37.6","","Monday","Cancer","25","99","Waning","Rohini","രോഹിണി","4","4","Scorpio","11","5","","Taurus","21","11","EXALTED","Sagittarius","2","6","","Virgo","28","3","DEBILITATED","Scorpio","8","5","","Aries","13","10","","Aquarius","7","8","","Aries","0","10",""
"2023-11-25","27","33","63","66","68","","257","51.4","","Saturday","Cancer","23","98","Waxing","Bharani","ഭരണി","2","4","Scorpio","9","5","","Aries","24","10","","Scorpio","29","5","","Virgo","26","3","DEBILITATED","Scorpio","7","5","","Aries","13","10","","Aquarius","7","8","","Aries","0","10",""
"2023-11-22","20","24","33","39","42","","158","31.6","","Wednesday","Cancer","21","79","Waxing","Uttara Bhadrapada","ഉത്രട്ടാതി","26","3","Scorpio","6","5","","Pisces","12","9","","Scorpio","25","5","","Virgo","22","3","DEBILITATED","Scorpio","5","5","","Aries","14","10","","Aquarius","7","8","","Aries","0","10",""
"2023-11-20","19","26","30","39","63","","177","35.4","","Monday","Cancer","19","58","Waxing","Shatabhisha","ചതയം","24","3","Scorpio","4","5","","Aquarius","14","8","","Scorpio","22","5","","Virgo","20","3","DEBILITATED","Scorpio","3","5","","Aries","14","10","","Aquarius","7","8","","Aries","0","10",""
"2023-11-18","34","50","51","61","67","","263","52.6","","Saturday","Cancer","18","36","Waxing","Shravana","തിരുവോണം","22","2","Scorpio","2","5","","Capricorn","16","7","","Scorpio","19","5","","Virgo","18","3","DEBILITATED","Scorpio","2","5","","Aries","14","10","","Aquarius","7","8","","Aries","0","10",""
"2023-11-15","3","4","51","53","60","","171","34.2","","Wednesday","Cancer","15","9","Waxing","Mula","മൂലം","19","2","Libra","29","4","DEBILITATED","Sagittarius","4","6","","Scorpio","15","5","","Virgo","14","3","DEBILITATED","Scorpio","0","4","","Aries","15","10","","Aquarius","6","8","","Aries","0","10",""
"2023-11-13","24","33","35","37","42","","171","34.2","","Monday","Cancer","13","1","Waxing","Anuradha","അനിഴം","17","2","Libra","27","4","DEBILITATED","Scorpio","7","5","DEBILITATED","Scorpio","12","5","","Virgo","12","3","DEBILITATED","Libra","29","4","","Aries","15","10","","Aquarius","6","8","","Aries","1","10",""
"2023-11-11","1","12","14","24","57","","108","21.6","","Saturday","Cancer","12","2","Waning","Swati","ചോതി","15","2","Libra","25","4","DEBILITATED","Libra","11","4","","Scorpio","9","5","","Virgo","10","3","DEBILITATED","Libra","27","4","","Aries","15","10","","Aquarius","6","8","","Aries","1","10",""
"2023-11-08","14","21","33","39","62","","169","33.8","","Wednesday","Cancer","9","17","Waning","Uttara Phalguni","ഉത്രം","12","3","Libra","22","4","DEBILITATED","Virgo","4","3","","Scorpio","4","5","","Virgo","7","3","DEBILITATED","Libra","25","4","","Aries","16","10","","Aquarius","6","8","","Aries","1","10",""
"2023-11-06","12","25","40","59","61","","197","39.4","","Monday","Cancer","8","33","Waning","Magha","മകം","10","3","Libra","20","4","DEBILITATED","Leo","10","2","","Scorpio","1","5","","Virgo","4","3","DEBILITATED","Libra","24","4","","Aries","16","10","","Aquarius","6","8","","Aries","1","10",""
"2023-11-04","1","28","30","34","52","","145","29.0","","Saturday","Gemini","23","52","Waning","Pushya","പൂയ്യം","8","4","Libra","18","5","DEBILITATED","Cancer","16","2","","Libra","28","5","","Virgo","2","4","DEBILITATED","Libra","22","5","","Aries","16","11","","Aquarius","6","9","","Aries","1","11",""
"2023-11-01","22","26","39","47","63","","197","39.4","","Wednesday","Gemini","21","80","Waning","Ardra","തിരുവാതിര","6","1","Libra","15","5","DEBILITATED","Gemini","9","1","","Libra","23","5","","Leo","29","3","","Libra","20","5","","Aries","16","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-30","19","22","34","66","69","","210","42.0","","Monday","Gemini","19","94","Waning","Rohini","രോഹിണി","4","1","Libra","13","5","DEBILITATED","Taurus","13","12","EXALTED","Libra","20","5","","Leo","27","3","","Libra","19","5","","Aries","17","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-28","14","24","50","59","64","","211","42.2","","Saturday","Gemini","17","100","Waning","Bharani","ഭരണി","2","1","Libra","11","5","DEBILITATED","Aries","15","11","","Libra","17","5","","Leo","25","3","","Libra","17","5","","Aries","17","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-25","25","27","41","53","68","","214","42.8","","Wednesday","Gemini","15","90","Waxing","Purva Bhadrapada","പൂരുരുട്ടാതി","25","4","Libra","8","5","DEBILITATED","Pisces","2","10","","Libra","12","5","","Leo","22","3","","Libra","15","5","","Aries","17","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-23","18","21","25","46","64","","174","34.8","","Monday","Gemini","13","72","Waxing","Dhanishta","അവിട്ടം","23","3","Libra","6","5","DEBILITATED","Aquarius","2","9","","Libra","9","5","","Leo","20","3","","Libra","14","5","","Aries","18","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-21","6","15","24","67","68","","180","36.0","","Saturday","Gemini","11","50","Waxing","Uttara Ashadha","ഉത്രാടം","21","3","Libra","4","5","DEBILITATED","Capricorn","4","8","","Libra","6","5","","Leo","18","3","","Libra","13","5","","Aries","18","11","","Aquarius","6","9","","Aries","1","11",""
"2023-10-18","1","4","13","35","58","","111","22.2","","Wednesday","Gemini","8","19","Waxing","Jyeshtha","തൃക്കേട്ട","18","2","Libra","1","5","DEBILITATED","Scorpio","23","6","DEBILITATED","Libra","1","5","","Leo","15","3","","Libra","11","5","","Aries","18","11","","Aquarius","7","9","","Aries","1","11",""
"2023-10-16","2","27","31","44","64","","168","33.6","","Monday","Gemini","7","6","Waxing","Vishakha","വിശാഖം","16","3","Virgo","29","4","","Libra","27","5","","Virgo","27","4","EXALTED","Leo","13","3","","Libra","9","5","","Aries","19","11","","Aquarius","7","9","","Aries","1","11",""
"2023-10-14","14","16","42","48","64","","184","36.8","","Saturday","Gemini","5","0","Waxing","Chitra","ചിത്തിര","14","3","Virgo","27","4","","Libra","2","5","","Virgo","24","4","EXALTED","Leo","11","3","","Libra","8","5","","Aries","19","11","","Aquarius","7","9","","Aries","1","11",""
"2023-10-11","22","24","40","52","64","","202","40.4","$1,764,900,000","Wednesday","Gemini","2","6","Waning","Purva Phalguni","പൂരം","11","4","Virgo","24","4","","Leo","25","3","","Virgo","18","4","EXALTED","Leo","8","3","","Libra","6","5","","Aries","19","11","","Aquarius","7","9","","Aries","1","11",""
"2023-10-09","16","34","46","55","67","","218","43.6","","Monday","Gemini","0","19","Waning","Magha","മകം","10","1","Virgo","22","4","","Leo","1","3","","Virgo","15","4","EXALTED","Leo","7","3","","Libra","4","5","","Aries","19","11","","Aquarius","7","9","","Aries","1","11",""
"2023-10-07","47","54","57","60","65","","283","56.6","","Saturday","Taurus","28","35","Waning","Pushya","പൂയ്യം","8","2","Virgo","20","5","","Cancer","8","3","","Virgo","11","5","EXALTED","Leo","5","4","","Libra","3","6","","Aries","20","12","","Aquarius","7","10","","Aries","1","12",""
